x,y,alpha,a
1.4631115237542962,2.6089776740963346,-0.3295631485463075,-0.2308882276350464
1.5299530773362007,2.68279764750415,-0.33492675237718195,-0.24035290921452326
1.599185166793335,2.752310038528614,-0.33574216666545614,-0.2487121907270974
1.6708185981722974,2.8170730176980423,-0.330866077473093,-0.2569201942970985
1.7447922617474074,2.8766430895406083,-0.32090519439729304,-0.2650699923796226
1.8209600118365112,2.930583180723693,-0.30594405453529144,-0.2726631905157952
1.8990832633316972,2.9784791696389403,-0.28675718350294543,-0.27997310149775695
1.9788318980063522,3.0199598726019423,-0.2640635655099626,-0.2871485255607781
2.059786425505161,3.054715133443876,-0.2380617358085978,-0.2939410292463785
2.1414464477039705,3.082513894159426,-0.21020598074814692,-0.30059392299339854
2.2232469770145227,3.1032210603285812,-0.18105061131642314,-0.3067342765912663
2.304576481180029,3.1168101175027703,-0.15149044608463627,-0.31198844164041745
2.384802535406814,3.12337077915741,-0.1226254125913725,-0.3164047390337823
2.463299238922741,3.1231097700958568,-0.09495498984497734,-0.31941492217632234
2.5394715180053336,3.116344181779345,-0.06913223298695642,-0.3210911467213535
2.6127806696516034,3.1034880806457488,-0.045321099638569805,-0.3216010857003242
2.682761282437134,3.085034038062854,-0.024331217570895146,-0.3210031985514743
2.7490320478852817,3.0615321818457293,-0.0057275437418019505,-0.3196998368265117
2.8113016730229865,3.0335687366335655,0.010492822532690233,-0.3180144414090559
2.869367342474968,3.001745894704811,0.023373792152434843,-0.31608965841963155
2.9231098244305302,2.966664946577437,0.03395591273676306,-0.31429775332487236
2.9724866638344047,2.928912024875233,0.042563385899118705,-0.3129073742818311
3.017521707139052,2.889047347165396,0.0478952115697595,-0.3117015984017781
3.0582948981432176,2.8475984170377426,0.05099828758996241,-0.31086728547016257
3.094934255075783,2.805053957059102,0.05319516918824176,-0.31081769669632764
3.127605255162241,2.7618610936959764,0.052779061291310346,-0.31073773106756797
3.156500791532899,2.718426550448204,0.050551341967294,-0.31059513751161366
3.18183727177146,2.6751133460548813,0.04864803636386419,-0.31142723085696955
3.2038469251436497,2.632241404355258,0.045139237848688764,-0.31172260957238834
3.222768629703611,2.5900956414134524,0.04068574961039308,-0.3114276198556027
3.2388483361113236,2.548920584297319,0.03693482115869043,-0.3118897886503845
3.252333817103945,2.508922462311771,0.03266152054689096,-0.3115744341161331
3.263468009457617,2.4702803780513403,0.028124473374415874,-0.3102626661496844
3.272490124897184,2.4331403946872747,0.02431627753302535,-0.3093344077555205
3.279632777029909,2.397616930929254,0.02063312666374653,-0.3076549034376286
3.2851178675525055,2.363804247038882,0.017030604659973338,-0.3046859502550507
3.2891571325240148,2.33177222095029,0.014087555271486573,-0.3018744887943475
3.2919509410808327,2.3015654358442115,0.011473443559507473,-0.29839062353625617
3.2936860582128302,2.2732147703843673,0.009052324622697946,-0.2934230104426734
3.29453599903021,2.246734394999683,0.007169558755221646,-0.28864146107824556
3.2946605564691738,2.222118605246789,0.005571946524751483,-0.2831136833701739
3.2942050872495385,2.199354361793106,0.004160925068045617,-0.2759848850976201
3.2933009328446214,2.1784170031443573,0.003148572753618427,-0.26936441802744093
3.2920650980756054,2.1592662684508834,0.002300506252934762,-0.2616160153007556
3.2906010493553937,2.1418610982651214,0.001591356703633684,-0.2522531072400711
3.288998790327956,2.1261502958238037,0.001143555272545807,-0.24385183330918608
3.2873347119306593,2.112070418151082,0.0007618800949219281,-0.23374089670478979
